"code","parent"
"E05000902","E05000902"
"E05000903","E05000903"
"E05000904","E05000904"
"E05000905","E05000905"
"E05000906","E05000906"
"E05000907","E05000907"
"E05000908","E05000908"
"E05000909","E05000909"
"E05000910","E05000910"
"E05000911","E05000911"
"E05000912","E05000912"
"E05000913","E05000913"
"E05000914","E05000914"
"E05000915","E05000915"
"E05000916","E05000916"
"E05000917","E05000917"
"E05000918","E05000918"
"E05000919","E05000919"
"E05000920","E05000920"
"E05000921","E05000921"
"E05000922","E05000922"
"E05000923","E05000923"
"E05000924","E05000924"
"E05000925","E05000925"
"E05000926","E05000926"
"E05000927","E05000927"
"E05000928","E05000928"
"E05000929","E05000929"
"E05000930","E05000930"
"E05000931","E05000931"
"E05000932","E05000932"
"E05000933","E05000933"
"E05000934","E05000934"
"E05000935","E05000935"
"E05000936","E05000936"
"E05000937","E05000937"
"E05000938","E05000938"
"E05000939","E05000939"
"E05000940","E05000940"
"E05000941","E05000941"
"E05000942","E05000942"
"E05000943","E05000943"
"E05000944","E05000944"
"E05000945","E05000945"
"E05000946","E05000946"
"E05000947","E05000947"
"E05000948","E05000948"
"E05000949","E05000949"
"E05000950","E05000950"
"E05000951","E05000951"
"E05000952","E05000952"
"E05000953","E05000953"
"E05000954","E05000954"
"E05000955","E05000955"
"E05000956","E05000956"
"E05000957","E05000957"
"E05000958","E05000958"
"E05000959","E05000959"
"E05000960","E05000960"
"E05000961","E05000961"
"E05000962","E05000962"
"E05000963","E05000963"
"E05000964","E05000964"
"E05000965","E05000965"
"E05000966","E05000966"
"E05000967","E05000967"
"E05000968","E05000968"
"E05000969","E05000969"
"E05000970","E05000970"
"E05000971","E05000971"
"E05000972","E05000972"
"E05000973","E05000973"
"E05000974","E05000974"
"E05000975","E05000975"
"E05000976","E05000976"
"E05000977","E05000977"
"E05000978","E05000978"
"E05000979","E05000979"
"E05000980","E05000980"
"E05000981","E05000981"
"E05000982","E05000982"
"E05000983","E05000983"
"E05000984","E05000984"
"E05000985","E05000985"
"E05000986","E05000986"
"E05000987","E05000987"
"E05000988","E05000988"
"E05000989","E05000989"
"E05000990","E05000990"
"E05000991","E05000991"
"E05000992","E05000992"
"E05000993","E05000993"
"E05000994","E05000994"
"E05000995","E05000995"
"E05000996","E05000996"
"E05001019","E05001019"
"E05001020","E05001020"
"E05001022","E05001022"
"E05001023","E05001023"
"E05001024","E05001024"
"E05001025","E05001025"
"E05001026","E05001026"
"E05001027","E05001027"
"E05001028","E05001028"
"E05001029","E05001029"
"E05001030","E05001030"
"E05001031","E05001031"
"E05001032","E05001032"
"E05001033","E05001033"
"E05001034","E05001034"
"E05001035","E05001035"
"E05001036","E05001036"
"E05001037","E05001037"
"E05001038","E05001038"
"E05001067","E05001067"
"E05001068","E05001068"
"E05001069","E05001069"
"E05001071","E05001071"
"E05001072","E05001072"
"E05001073","E05001073"
"E05001074","E05001074"
"E05001075","E05001075"
"E05001076","E05001076"
"E05001077","E05001077"
"E05001078","E05001078"
"E05001079","E05001079"
"E05001080","E05001080"
"E05001081","E05001081"
"E05001082","E05001082"
"E05001083","E05001083"
"E05001084","E05001084"
"E05001085","E05001085"
"E05001086","E05001086"
"E05001087","E05001087"
"E05001088","E05001088"
"E05001115","E05001115"
"E05001116","E05001116"
"E05001117","E05001117"
"E05001118","E05001118"
"E05001119","E05001119"
"E05001120","E05001120"
"E05001121","E05001121"
"E05001122","E05001122"
"E05001123","E05001123"
"E05001124","E05001124"
"E05001125","E05001125"
"E05001126","E05001126"
"E05001127","E05001127"
"E05001128","E05001128"
"E05001129","E05001129"
"E05001130","E05001130"
"E05001131","E05001131"
"E05001132","E05001132"
"E05001133","E05001133"
"E05001134","E05001134"
"E05001135","E05001135"
"E05001136","E05001136"
"E05001137","E05001137"
"E05001138","E05001138"
"E05001139","E05001139"
"E05001140","E05001140"
"E05001141","E05001141"
"E05001142","E05001142"
"E05001143","E05001143"
"E05001144","E05001144"
"E05001145","E05001145"
"E05001146","E05001146"
"E05001147","E05001147"
"E05001148","E05001148"
"E05001149","E05001149"
"E05001150","E05001150"
"E05001151","E05001151"
"E05001152","E05001152"
"E05001153","E05001153"
"E05001154","E05001154"
"E05001155","E05001155"
"E05001156","E05001156"
"E05001157","E05001157"
"E05001158","E05001158"
"E05001159","E05001159"
"E05001160","E05001160"
"E05001161","E05001161"
"E05001162","E05001162"
"E05001163","E05001163"
"E05001164","E05001164"
"E05001165","E05001165"
"E05001166","E05001166"
"E05001167","E05001167"
"E05001168","E05001168"
"E05001169","E05001169"
"E05001170","E05001170"
"E05001171","E05001171"
"E05001172","E05001172"
"E05001173","E05001173"
"E05001174","E05001174"
"E05001175","E05001175"
"E05001176","E05001176"
"E05001177","E05001177"
"E05001218","E05001218"
"E05001219","E05001219"
"E05001220","E05001220"
"E05001221","E05001221"
"E05001222","E05001222"
"E05001223","E05001223"
"E05001224","E05001224"
"E05001225","E05001225"
"E05001226","E05001226"
"E05001227","E05001227"
"E05001228","E05001228"
"E05001229","E05001229"
"E05001230","E05001230"
"E05001231","E05001231"
"E05001232","E05001232"
"E05001233","E05001233"
"E05001234","E05001234"
"E05001235","E05001235"
"E05001236","E05001236"
"E05001237","E05001237"
"E05001238","E05001238"
"E05001239","E05001239"
"E05001240","E05001240"
"E05001241","E05001241"
"E05001242","E05001242"
"E05001243","E05001243"
"E05001244","E05001244"
"E05001245","E05001245"
"E05001246","E05001246"
"E05001247","E05001247"
"E05001248","E05001248"
"E05001249","E05001249"
"E05001250","E05001250"
"E05001251","E05001251"
"E05001252","E05001252"
"E05001253","E05001253"
"E05001254","E05001254"
"E05001255","E05001255"
"E05001256","E05001256"
"E05001257","E05001257"
"E05001258","E05001258"
"E05001259","E05001259"
"E05001260","E05001260"
"E05001261","E05001261"
"E05001262","E05001262"
"E05001263","E05001263"
"E05001264","E05001264"
"E05001265","E05001265"
"E05001266","E05001266"
"E05001267","E05001267"
"E05001268","E05001268"
"E05001269","E05001269"
"E05001270","E05001270"
"E05001271","E05001271"
"E05001272","E05001272"
"E05001273","E05001273"
"E05001274","E05001274"
"E05001275","E05001275"
"E05001276","E05001276"
"E05001277","E05001277"
"E05001278","E05001278"
"E05001279","E05001279"
"E05001280","E05001280"
"E05001281","E05001281"
"E05001282","E05001282"
"E05001283","E05001283"
"E05001284","E05001284"
"E05001285","E05001285"
"E05001286","E05001286"
"E05001287","E05001287"
"E05001288","E05001288"
"E05001289","E05001289"
"E05001290","E05001290"
"E05001291","E05001291"
"E05001292","E05001292"
"E05001293","E05001293"
"E05001294","E05001294"
"E05001295","E05001295"
"E05001296","E05001296"
"E05001297","E05001297"
"E05001298","E05001298"
"E05001299","E05001299"
"E05001300","E05001300"
"E05001301","E05001301"
"E05001302","E05001302"
"E05001303","E05001303"
"E05001304","E05001304"
"E05001305","E05001305"
"E05001306","E05001306"
"E05001307","E05001307"
"E05001308","E05001308"
"E05001309","E05001309"
"E05001310","E05001310"
"E05001311","E05001311"
"E05001312","E05001312"
"E05001313","E05001313"
"E05001314","E05001314"
"E05001315","E05001315"
"E05001316","E05001316"
"E05001317","E05001317"
"E05001318","E05001318"
"E05001319","E05001319"
"E05001320","E05001320"
"E05001321","E05001321"
"E05001322","E05001322"
"E05001323","E05001323"
"E05001324","E05001324"
"E05001325","E05001325"
"E05001326","E05001326"
"E05001327","E05001327"
"E05001328","E05001328"
"E05001329","E05001329"
"E05001330","E05001330"
"E05001331","E05001331"
"E05001332","E05001332"
"E05001333","E05001333"
"E05001334","E05001334"
"E05001335","E05001335"
"E05001336","E05001336"
"E05001337","E05001337"
"E05001338","E05001338"
"E05001339","E05001339"
"E05001340","E05001340"
"E05001341","E05001341"
"E05001342","E05001342"
"E05001343","E05001343"
"E05001344","E05001344"
"E05001345","E05001345"
"E05001346","E05001346"
"E05001347","E05001347"
"E05001348","E05001348"
"E05001349","E05001349"
"E05001350","E05001350"
"E05001351","E05001351"
"E05001352","E05001352"
"E05001353","E05001353"
"E05001354","E05001354"
"E05001355","E05001355"
"E05001356","E05001356"
"E05001357","E05001357"
"E05001358","E05001358"
"E05001359","E05001359"
"E05001360","E05001360"
"E05001361","E05001361"
"E05001362","E05001362"
"E05001363","E05001363"
"E05001364","E05001364"
"E05001365","E05001365"
"E05001366","E05001366"
"E05001367","E05001367"
"E05001368","E05001368"
"E05001369","E05001369"
"E05001370","E05001370"
"E05001371","E05001371"
"E05001372","E05001372"
"E05001373","E05001373"
"E05001374","E05001374"
"E05001375","E05001375"
"E05001376","E05001376"
"E05001377","E05001377"
